Trace1,Trace2,Judge,Time1,Time2,Time3
T9_samples3.csv,T2_samples2.csv,4,838,20224,21062
T9_samples3.csv,T2_samples5.csv,3,925,26924,27849
T9_samples3.csv,T2_samples3.csv,4,5241,39370,44611
T9_samples3.csv,T4_samples6.csv,3,983,32889,33872
T9_samples3.csv,T2_samples1.csv,5,944,21789,22733
T9_samples3.csv,T8_samples1.csv,4,911,25563,26474
T8_samples2.csv,T4_samples7.csv,5,392183,46896,439079
T8_samples2.csv,T2_samples5.csv,4,2742,33376,36118
T8_samples2.csv,T4_samples5.csv,3,797,34340,35137
T8_samples2.csv,T4_samples6.csv,3,1012,20326,21338
T8_samples2.csv,T9_samples4.csv,5,853,26569,27422
T8_samples2.csv,T2_samples4.csv,4,1119,31016,32135
T8_samples2.csv,T4_samples2.csv,4,934,22933,23867
T8_samples2.csv,T9_samples1.csv,3,1099,19682,20781
T1_samples1.csv,T4_samples7.csv,5,887548,40056,927604
T1_samples1.csv,T9_samples2.csv,5,1415,15999,17414
T1_samples1.csv,T8_samples4.csv,4,934,23394,24328
T1_samples1.csv,T9_samples4.csv,3,875,23813,24688
T1_samples1.csv,T8_samples3.csv,5,984,21273,22257
T9_samples3.csv,T4_samples7.csv,3,432865,37682,470547
T9_samples3.csv,T2_samples2.csv,5,830,24680,25510
T9_samples3.csv,T2_samples5.csv,4,853,36322,37175
T9_samples3.csv,T2_samples3.csv,3,893,27802,28695
T9_samples3.csv,T4_samples6.csv,3,766,37170,37936
T9_samples3.csv,T2_samples1.csv,5,760,23961,24721
T9_samples3.csv,T8_samples1.csv,5,1009,28408,29417
